Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2018-09-28,227.95,229.3,227.43,,228.78,2100300,
2018-09-27,228.78,229.24,228.61,,229.06,935540,
2018-09-26,229.07,229.34,228.63,,228.79,677901,
2018-09-25,228.77,229.42,228.66,,229.1045,769602,
2018-09-24,229.1,229.15,228.473,,228.5,536338,
2018-09-21,228.48,229.01,228.46,,228.9639,457266,
2018-09-19,228.9625,229,228.76,,228.81,355076,
2018-09-18,228.81,228.83,228.48,,228.705,377812,
2018-09-17,228.69,229,228.62,,228.87,381524,
2018-09-14,228.88,228.88,228.13,,228.14,509334,
2018-09-12,228.15,228.59,228.1488,,228.52,378571,
2018-09-11,228.53,228.82,228.44,,228.57,267722,
2018-09-10,228.58,228.8,228.49,,228.76,300393,
2018-09-07,228.77,228.99,228.76,,228.87,267446,
2018-09-06,228.87,228.8871,228.46,,228.88,345839,
2018-09-05,228.885,228.885,228.57,,228.63,238599,
2018-09-04,228.64,228.65,228.45,,228.49,205303,
2018-09-03,228.4923,228.51,227.92,,227.9699,419710,
2018-08-31,227.97,228.1,227.78,,228.05,298572,
2018-08-30,228.074,228.1426,227.6646,,227.745,321436,
2018-08-29,227.755,227.86,227.55,,227.5775,232707,
2018-08-28,227.58,227.69,227.41,,227.61,368317,
2018-08-27,227.61,227.93,227.58,,227.91,274964,
2018-08-24,227.92,228.01,227.79,,227.9001,257859,
2018-08-23,227.91,227.95,227.7634,,227.89,180786,
2018-08-21,227.87,227.957,227.81,,227.87,167647,
2018-08-20,227.87,227.95,227.59,,227.74,218921,
2018-08-17,227.74,227.77,227.18,,227.2756,332887,
2018-08-16,227.28,227.48,227.19,,227.45,212764,
2018-08-14,227.459,227.59,227.29,,227.34,198699,
2018-08-13,227.341,227.3529,226.73,,226.99,491638,
2018-08-10,226.99,227.15,226.83,,226.96,261219,
2018-08-09,226.964,227.1915,226.84,,227.1402,256876,
2018-08-08,227.16,227.27,227.1,,227.16,225888,
2018-08-07,227.16,227.33,226.96,,227.22,225134,
2018-08-06,227.21,227.3,226.62,,226.8,362271,
2018-08-03,226.79,226.83,226.35,,226.61,446612,
2018-08-02,226.62,226.97,226.54,,226.905,423021,
2018-08-01,226.89,227.46,226.68,,227.27,1027081,
2018-07-31,227.26,227.26,227.26,,227.26,1099129,
2018-07-30,227.25,228.2,226.688,,227.21,1261640,
2018-07-27,227.2237,228.45,226.63,,228.2314,870056,
2018-07-26,228.23,229.34,228.1943,,229.23,1118323,
2018-07-25,229.24,229.43,228.83,,228.84,721036,
2018-07-24,228.8538,228.9599,228.56,,228.68,532159,
2018-07-23,228.7,229.28,228.57,,229.1861,521169,
2018-07-20,229.18,229.39,228.85,,228.93,512219,
2018-07-19,228.93,229.07,228.32,,228.9738,459624,
2018-07-18,228.99,229.35,228.99,,229.14,444697,
2018-07-17,229.14,229.18,228.72,,229.01,402278,
2018-07-16,229.03,229.1,228.82,,228.84,226291,
2018-07-13,228.827,229.3596,228.82,,229.2422,455211,
2018-07-12,229.25,229.56,229.22,,229.3,658705,
2018-07-11,229.28,229.67,229.13,,229.6679,464175,
2018-07-10,229.66,229.85,229.41,,229.8101,504132,
2018-07-09,229.81,229.88,229.63,,229.71,369942,
2018-07-06,229.7048,229.73,229.34,,229.495,304032,
2018-07-05,229.49,229.81,229.4899,,229.74,235287,
2018-07-04,229.75,230,229.72,,229.93,332400,
2018-07-03,229.9284,230,229.38,,229.4,385619,
2018-07-02,229.3928,229.3928,229.03,,229.2,432500,
2018-06-29,229.21,229.38,229.19,,229.3,217226,
2018-06-28,229.2893,229.31,229.0167,,229.178,257264,
2018-06-27,229.18,229.44,229.15,,229.395,178593,
2018-06-26,229.41,229.6664,229.34,,229.66,254155,
2018-06-25,229.6649,229.84,229.6,,229.77,235122,
2018-06-22,229.7762,229.84,229.38,,229.53,273908,
2018-06-21,229.5236,229.815,229.4425,,229.81,238936,
2018-06-20,229.814,229.87,229.6,,229.7232,223497,
2018-06-19,229.72,230,229.72,,229.8664,381179,
2018-06-18,229.865,229.895,229.47,,229.63,363475,
2018-06-15,229.64,229.73,229.35,,229.57,302494,
2018-06-14,229.56,229.61,229.37,,229.585,239046,
2018-06-13,229.585,229.59,228.69,,228.9665,735387,
2018-06-12,228.96,229.1,228.27,,228.28,541021,
2018-06-11,228.288,228.7393,227.92,,228.66,665517,
2018-06-08,228.67,229.1932,228.67,,229.03,506868,
2018-06-07,229.04,229.7,229.03,,229.59,553479,
2018-06-06,229.59,229.74,229.28,,229.29,972591,
2018-06-05,229.28,229.29,229.28,,229.28,1346878,
2018-06-04,230.05,231.67,229.78,,231.36,2059744,
2018-06-01,231.35,231.95,230.98,,231.8,1057074,
2018-05-31,231.8,232.33,231.73,,231.885,961729,
2018-05-30,231.9,232.96,231.83,,232.91,1336932,
2018-05-29,232.91,233.47,232.44,,233.0953,1136787,
2018-05-28,233.09,233.28,232.7501,,232.83,638753,
2018-05-25,232.84,233.12,232.57,,232.74,721687,
2018-05-24,232.73,232.83,232.31,,232.52,654806,
2018-05-23,232.529,232.58,232.23,,232.53,629716,
2018-05-22,232.53,232.58,232.08,,232.52,681686,
2018-05-21,232.54,233.08,232.3602,,232.92,706384,
2018-05-18,232.92,233.3,232.85,,233.08,560190,
2018-05-17,233.0601,233.139,232.28,,232.34,602844,
2018-05-16,232.34,232.43,231.75,,232.22,856311,
2018-05-15,232.2297,232.74,232.229,,232.73,508909,
2018-05-14,232.74,232.84,232.35,,232.39,304459,
2018-05-11,232.3987,232.68,232.36,,232.56,281288,
2018-05-10,232.5573,232.81,232.552,,232.6,247962,
2018-05-09,232.605,232.61,232.2,,232.24,269450,
2018-05-08,232.25,232.4599,232.05,,232.4,285316,
2018-05-07,232.42,232.69,232.2891,,232.69,251332,
2018-05-04,232.68,232.94,232.66,,232.78,259699,
2018-05-03,232.76,232.89,232.65,,232.73,211003,
2018-05-02,232.73,232.8,232.49,,232.6884,172554,
2018-04-30,232.6945,232.8895,232.65,,232.7699,199524,
2018-04-27,232.79,232.8,232.48,,232.6301,198123,
2018-04-26,232.64,232.74,232.49,,232.51,188704,
2018-04-25,232.51,232.88,232.43,,232.8501,219726,
2018-04-24,232.85,232.8522,232.54,,232.6385,216388,
2018-04-23,232.63,232.68,232.43,,232.5,198975,
2018-04-20,232.5,232.53,231.76,,232.15,593638,
2018-04-19,232.12,232.4325,231.88,,232.13,460678,
2018-04-18,232.13,232.57,231.92,,232.39,523086,
2018-04-17,232.3897,232.55,231.96,,232.3299,391489,
2018-04-16,232.32,232.38,232.0266,,232.17,402828,
2018-04-13,232.17,232.41,231.571,,231.8901,674136,
2018-04-12,231.8902,232.1506,231.76,,231.86,453335,
2018-04-11,231.84,232.14,231.8,,231.96,459543,
2018-04-10,231.96,232.18,231.92,,232.1,1006479,
2018-04-09,232.07,232.07,232.07,,232.07,1392823,
2018-04-06,230.78,232.35,230.26,,230.705,2070522,
2018-04-05,230.715,230.728,229.07,,229.77,1821172,
2018-04-04,229.75,230.42,229.57,,229.93,926502,
2018-04-03,229.91,230.22,229.37,,230.18,762565,
2018-04-02,230.19,230.33,229.77,,229.95,628297,
2018-03-28,229.9505,230.09,229.34,,229.7832,696846,
2018-03-27,229.78,229.97,229.37,,229.9216,557021,
2018-03-26,229.92,229.9699,229.19,,229.19,591460,
2018-03-23,229.23,229.65,229.13,,229.24,569381,
2018-03-22,229.2,229.6,229.08,,229.54,393650,
2018-03-21,229.545,229.96,229.34,,229.72,511615,
2018-03-20,229.7,229.92,229.38,,229.5001,346165,
2018-03-19,229.5,229.65,228.61,,228.6302,748216,
2018-03-16,228.65,229.06,228.08,,228.2,690356,
2018-03-15,228.2,228.5,227.82,,228.15,680620,
2018-03-14,228.15,228.87,227.72,,228.56,653972,
2018-03-13,228.57,228.6645,228.17,,228.41,421520,
2018-03-12,228.415,228.52,227.3,,227.83,806489,
2018-03-09,227.82,228.8199,227.74,,228.785,535258,
2018-03-08,228.785,228.785,228.1125,,228.1501,339801,
2018-03-07,228.1581,228.1895,227.43,,227.95,399293,
2018-03-06,227.93,228.2798,227.65,,228.2453,256578,
2018-03-05,228.2561,228.2561,227.57,,227.6097,353764,
2018-03-01,227.62,228.34,227.4313,,228.04,466097,
2018-02-28,228.05,228.05,227.46,,227.8,347188,
2018-02-27,227.8,228.12,227.3362,,227.44,380190,
2018-02-26,227.42,227.91,227.28,,227.7025,424507,
2018-02-23,227.69,228.18,227.69,,227.8167,422841,
2018-02-22,227.81,228.05,227.39,,227.53,378238,
2018-02-21,227.55,227.64,226.73,,227.54,779000,
2018-02-20,227.55,228.35,227.37,,228.21,481764,
2018-02-19,228.23,228.27,227.5281,,227.7908,429550,
2018-02-16,227.84,228.4899,227.71,,228.28,438129,
2018-02-15,228.27,228.52,228.0764,,228.32,313869,
2018-02-14,228.3266,228.4,227.93,,228.168,312179,
2018-02-12,228.16,228.18,227.77,,227.853,329313,
2018-02-09,227.84,228.0044,227.389,,227.515,369621,
2018-02-08,227.51,228.62,227.42,,228.44,790033,
2018-02-07,228.45,228.62,227.63,,227.99,1225053,
2018-02-06,227.99,227.99,227.99,,227.99,1867737,
2018-02-05,227.96,228.41,226.84,,227.3827,1219617,
2018-02-02,227.4186,227.609,226.37,,226.4,851216,
2018-02-01,226.4,226.598,225.67,,226.1164,935825,
2018-01-31,226.1,226.5595,225.56,,225.8778,705190,
2018-01-30,225.86,226.22,225.64,,225.8373,601574,
2018-01-29,225.83,226.68,225.75,,226.4258,610161,
2018-01-25,226.42,226.74,226.23,,226.26,378204,
2018-01-24,226.24,226.44,225.42,,225.53,518874,
2018-01-23,225.52,226.07,225.28,,226.0342,514726,
2018-01-22,226.03,226.06,225.4,,225.45,435926,
2018-01-19,225.46,225.469,224.16,,224.36,1092965,
2018-01-18,224.36,224.82,223.85,,224.4731,771981,
2018-01-17,224.49,224.9,224.24,,224.7771,409885,
2018-01-16,224.77,224.79,223.69,,224.13,672759,
2018-01-15,224.1598,224.23,223.55,,223.9018,540752,
2018-01-12,223.92,224.65,223.86,,224.55,430981,
2018-01-11,224.54,224.63,224,,224.23,374753,
2018-01-10,224.23,224.78,224.16,,224.35,407192,
2018-01-09,224.36,224.37,223.3,,223.47,624905,
2018-01-08,223.47,223.67,223.12,,223.64,514002,
2018-01-05,223.639,223.69,222.73,,222.88,570525,
2018-01-04,222.86,222.86,221.25,,221.54,1196135,
2018-01-03,221.57,222.09,221.22,,221.9611,958098,
2018-01-02,221.94,221.94,220.58,,221.52,960331,
2018-01-01,221.55,222.38,221.43,,222.284,659207,
2017-12-29,222.2736,222.95,222.2736,,222.63,707659,
2017-12-28,222.64,223.5,222.3129,,223.2692,665652,
2017-12-27,223.2639,223.85,223,,223.11,564808,
2017-12-26,223.13,224.06,223.03,,224.03,411173,
2017-12-22,224.0403,224.33,223.85,,224.2201,502358,
2017-12-21,224.2297,224.5,223.86,,224.19,508850,
2017-12-20,224.21,225.2,224.21,,224.7,736414,
2017-12-19,224.71,225.07,224.4084,,224.94,468892,
2017-12-18,224.94,225.38,224.58,,225.04,558190,
2017-12-15,225.04,225.25,224.59,,224.8607,417225,
2017-12-14,224.93,225.22,224.5,,224.64,462415,
2017-12-13,224.6374,224.67,224.02,,224.42,584877,
2017-12-12,224.42,225,224.14,,224.81,706198,
2017-12-11,224.79,224.8,223.81,,224.26,1446375,
2017-12-08,224.47,224.47,224.29,,224.29,1531880,
2017-12-07,222.21,222.85,221.02,,222.28,2269980,
2017-12-06,222.31,223.44,221.92,,222.55,937593,
2017-12-05,222.55,223.35,222.55,,222.84,788805,
2017-12-04,222.86,223.16,222.53,,223.01,643128,
2017-12-01,223.03,223.98,222.84,,223.76,742287,
2017-11-30,223.74,224.3,223.64,,223.89,659834,
2017-11-29,223.88,223.92,223.04,,223.37,428025,
2017-11-28,223.3722,223.44,222.47,,222.6945,423648,
2017-11-27,222.695,223.23,222.51,,223.12,427042,
2017-11-24,223.12,223.19,222.22,,222.35,451750,
2017-11-23,222.35,222.91,222.28,,222.7,397040,
2017-11-22,222.71,223.21,222.38,,222.48,366781,
2017-11-21,222.47,222.71,221.55,,221.61,552142,
2017-11-20,221.61,221.61,220.2,,221.16,1110403,
2017-11-17,221.16,221.68,220.75,,221.56,640529,
2017-11-16,221.54,221.6518,221,,221.3576,378561,
2017-11-15,221.3698,221.3698,220.55,,220.91,435297,
2017-11-14,220.89,222.23,220.73,,222.09,505498,
2017-11-13,222.08,222.37,221.7901,,222.2,293891,
2017-11-10,222.2,222.36,221.57,,221.845,288541,
2017-11-09,221.88,221.97,220.89,,220.97,352858,
2017-11-08,220.94,222.35,220.94,,222.17,374827,
2017-11-07,222.19,222.2812,221.55,,221.63,283030,
2017-11-06,221.64,222.23,221.5146,,221.81,294209,
2017-11-03,221.82,222.949,221.77,,222.79,476187,
2017-11-02,222.83,223.28,222.7979,,222.97,397202,
2017-11-01,222.97,223.15,222.4404,,222.49,250029,
2017-10-31,222.48,223.75,222.4,,223.4958,419958,
2017-10-30,223.49,223.56,222.893,,222.94,360798,
2017-10-27,222.9492,223.5,222.52,,222.55,396188,
2017-10-26,222.5517,223.3,222.5517,,223.07,325937,
2017-10-25,223.04,223.5,222.81,,223.3549,249506,
2017-10-24,223.36,223.61,223.23,,223.41,322533,
2017-10-23,223.395,224.1169,223.33,,223.92,547597,
2017-10-19,223.9101,224.2,223.81,,224.11,415710,
2017-10-18,224.1,224.19,223.65,,223.76,375383,
2017-10-17,223.77,224.68,223.77,,224.56,611434,
2017-10-16,224.56,224.8,224.275,,224.4,607355,
2017-10-13,224.4,224.5295,223.75,,223.76,1217151,
2017-10-12,223.77,223.77,223.77,,223.77,1950903,
2017-10-11,223.64,224.93,222.87,,224,1806833,
2017-10-10,224.015,224.1214,222.25,,222.94,1197400,
2017-10-09,222.93,224.26,222.65,,224.14,751881,
2017-10-06,224.13,224.45,223.55,,223.6,625933,
2017-10-05,223.6,224.95,223.33,,224.88,777413,
2017-10-04,224.9,226.38,224.87,,226.28,1040261,
2017-10-03,226.2878,226.71,226.16,,226.535,1008333,
2017-09-29,226.56,227.05,226.48,,226.62,773549,
2017-09-28,226.618,226.78,226.04,,226.34,606861,
2017-09-27,226.36,226.52,225.5332,,225.61,707406,
2017-09-26,225.6054,225.91,225.12,,225.86,581458,
2017-09-25,225.8472,226.88,225.8459,,226.4875,444169,
2017-09-22,226.5001,226.76,226.22,,226.56,290156,
2017-09-21,226.6034,226.77,226.0802,,226.23,276100,
2017-09-20,226.23,226.78,226.2,,226.55,280250,
2017-09-19,226.565,226.87,226.27,,226.2771,343403,
2017-09-18,226.29,226.31,225.6,,225.69,349809,
2017-09-15,225.69,226.0599,225.6231,,225.68,200230,
2017-09-14,225.7,226.16,225.39,,226.07,254296,
2017-09-13,226.0548,226.0548,224.93,,225.15,351323,
2017-09-12,225.175,225.579,224.93,,225.4243,268273,
2017-09-11,225.4,225.42,224.83,,225.17,320985,
2017-09-08,225.17,226,225.1505,,225.74,256616,
2017-09-07,225.74,226.22,225.74,,225.91,229891,
2017-09-06,225.9,225.92,225.29,,225.45,197104,
2017-09-05,225.45,225.6537,224.777,,225.23,337028,
2017-09-04,225.2,225.85,225.12,,225.63,243675,
2017-09-01,225.61,226.0175,225.3,,226,232055,
2017-08-31,225.97,226.28,225.71,,225.76,275701,
2017-08-30,225.74,226.08,225.55,,225.88,215042,
2017-08-29,225.9,226.01,225.38,,225.81,226542,
2017-08-28,225.82,226.3,225.77,,226.24,306112,
2017-08-24,226.21,226.819,226.11,,226.662,379019,
2017-08-23,226.67,226.74,226.45,,226.632,256855,
2017-08-22,226.64,226.93,226.4,,226.8,355735,
2017-08-21,226.79,226.81,226.28,,226.58,383335,
2017-08-18,226.6,227.1,226.49,,226.9892,545047,
2017-08-17,226.98,227.27,226.7189,,227.06,783034,
2017-08-16,227.05,227.17,226.68,,226.87,1101707,
2017-08-14,226.87,226.91,226.87,,226.87,1104423,
2017-08-11,225.46,226.35,224.25,,224.49,1415614,
2017-08-10,224.505,225.65,224.3,,224.31,905287,
2017-08-09,224.3375,224.35,222.88,,223.59,1247517,
2017-08-08,223.59,224.1594,222.56,,223.92,985290,
2017-08-07,223.89,224,223.08,,223.8,676986,
2017-08-04,223.84,224.14,222.87,,223.43,837275,
2017-08-03,223.49,224.01,223.05,,223.3789,487898,
2017-08-02,223.44,224.38,223.21,,223.56,674196,
2017-08-01,223.59,224.35,223.12,,223.6553,472446,
2017-07-31,223.65,224.07,222.27,,222.3,815321,
2017-07-28,222.3,223.31,222.17,,222.841,797764,
2017-07-27,222.87,223.5,222.37,,223.3207,771637,
2017-07-26,223.3546,223.54,222.8,,223.06,426148,
2017-07-25,223.09,224.28,223.04,,224.25,502297,
2017-07-24,224.25,224.4,223.35,,223.35,312825,
2017-07-21,223.34,223.5055,222.77,,223.22,472731,
2017-07-20,223.19,223.94,223.09,,223.92,417559,
2017-07-19,223.93,223.9699,223.27,,223.35,241561,
2017-07-18,223.309,223.58,223.01,,223.28,263688,
2017-07-17,223.3,223.46,222.93,,223.07,282224,
2017-07-14,223.06,223.4437,222.55,,222.62,341920,
2017-07-13,222.6,222.86,222.17,,222.79,497449,
2017-07-12,222.82,223.8196,222.59,,223.5,527586,
2017-07-11,223.51,223.81,223.2201,,223.27,266247,
2017-07-10,223.23,223.33,222.7,,222.86,321429,
2017-07-07,222.87,223.22,222.37,,223.1392,349779,
2017-07-06,223.1321,223.1321,222.42,,222.7399,250749,
2017-07-05,222.71,222.84,221.5,,221.58,642618,
2017-07-04,221.61,222.48,221.58,,221.86,581975,
2017-07-03,221.896,222.14,221.58,,221.76,439427,
2017-06-30,221.77,222,220.7,,221.07,748128,
2017-06-29,221.076,221.076,220.16,,220.27,831321,
2017-06-28,220.285,221.72,220.25,,221.3705,747742,
2017-06-27,221.365,221.365,220.2,,220.57,625332,
2017-06-23,220.5972,220.8373,219.52,,219.88,1277048,
2017-06-22,219.8915,220.94,219.65,,220.8243,987595,
2017-06-21,220.85,220.9,219.32,,219.5707,1027163,
2017-06-20,219.56,219.56,218.26,,219.025,2032409,
2017-06-19,219.02,219.02,216.05,,216.39,4037752,
2017-06-16,216.39,216.39,216.36,,216.36,3658819,
2017-06-15,214.52,216.34,212.75,,213.37,3848756,
2017-06-14,213.34,217.62,212.96,,217.619,2199888,
2017-06-13,217.565,219.48,216.9174,,219.27,2267923,
2017-06-12,219.29,219.5,217.21,,218.09,1641071,
2017-06-09,218.11,218.2,215.57,,216.098,1223188,
2017-06-08,216.1075,217.24,215.83,,217.1207,829632,
2017-06-07,217.18,217.97,216.619,,217.08,888625,
2017-06-06,217.06,217.36,216.09,,216.12,633491,
2017-06-05,216.12,216.94,215.71,,216.17,713625,
2017-06-02,216.22,216.44,214.36,,215.1248,1006439,
2017-06-01,215.08,215.3568,213.95,,215.09,1131766,
2017-05-31,215.05,216.23,215.05,,215.82,680322,
2017-05-30,215.82,215.89,214.68,,215.1874,516912,
2017-05-29,215.24,217.6247,215.24,,217.6247,822845,
2017-05-26,217.62,218.03,216.56,,216.74,794464,
2017-05-25,216.725,217.16,216.28,,216.43,496774,
2017-05-24,216.42,217.89,216.36,,217.75,551501,
2017-05-23,217.78,218.77,217.6,,217.73,745852,
2017-05-22,217.65,218.08,216.83,,216.95,514113,
2017-05-19,216.93,217.48,216.41,,216.7296,467258,
2017-05-18,216.73,217.2,216.25,,216.96,359385,
2017-05-17,216.93,216.93,215.89,,216.34,474663,
2017-05-16,216.34,217.76,216,,217.46,551716,
2017-05-15,217.49,217.72,216.96,,217.544,414274,
2017-05-12,217.54,218,216.96,,217.4997,378424,
2017-05-11,217.47,217.65,216.39,,216.5,350045,
2017-05-10,216.48,217.12,215.76,,217.045,510745,
2017-05-09,217.03,217.09,216.29,,216.4,372760,
2017-05-08,216.41,216.537,215.2,,215.8628,649518,
2017-05-05,215.84,216.57,215.18,,215.82,608795,
2017-05-04,215.82,215.8797,214.47,,214.79,865538,
2017-05-03,214.7912,214.8,212.32,,213.4544,2069028,
2017-05-02,213.44,214.6756,213.09,,213.87,1217746,
2017-04-28,213.81,214.82,213.25,,214.0284,1025277,
2017-04-27,214.02,217.36,213.4,,217.36,1294886,
2017-04-26,217.35,217.7,216.32,,216.74,1094254,
2017-04-25,216.69,217.5,215.7,,216.75,890567,
2017-04-24,216.72,216.76,214.45,,214.46,1109313,
2017-04-21,214.56,215.84,214.16,,214.45,2050040,
2017-04-20,214.45,214.59,214.45,,214.45,2209617,
2017-04-19,220.42,221.84,219.98,,221.0402,3445237,
2017-04-18,221.0314,221.08,219.8,,220.7,1416500,
2017-04-17,220.7,220.94,219.85,,220.79,965982,
2017-04-13,220.75,222.12,220.55,,221.92,1250135,
2017-04-12,221.9184,222.25,220.7121,,220.78,1107881,
2017-04-11,220.78,221.16,220.27,,220.31,767334,
2017-04-10,220.31,221.44,220.22,,221.2311,762832,
2017-04-07,221.2365,221.42,220.5707,,220.68,583914,
2017-04-06,220.7017,221.25,220.1,,220.1737,706040,
2017-04-05,220.2,220.63,219.91,,220.53,645694,
2017-04-03,220.5338,220.81,220.2,,220.31,399763,
2017-03-31,220.3095,220.7229,219.85,,220.0995,431910,
2017-03-30,220.07,220.08,219.16,,219.31,732142,
2017-03-29,219.3041,219.4,218,,218.8599,907365,
2017-03-28,218.85,219.48,218.65,,219.02,424952,
2017-03-27,219.02,219.28,218.2,,218.72,427287,
2017-03-24,218.7459,219.15,218.38,,218.69,267900,
2017-03-23,218.69,219.09,218.24,,218.6736,317111,
2017-03-22,218.68,219,218.13,,218.22,368990,
2017-03-21,218.187,218.51,216.84,,217.04,819742,
2017-03-20,217.025,218.66,216.9,,218.57,628811,
2017-03-17,218.5744,219.92,218.21,,219.6478,582446,
2017-03-16,219.67,219.95,218.65,,218.72,461507,
2017-03-15,218.72,219.2353,218.42,,218.45,414634,
2017-03-14,218.45,218.459,217.6872,,218.07,368093,
2017-03-10,218.08,219.23,217.79,,219.13,366307,
2017-03-09,219.17,219.1799,218.395,,218.58,241802,
2017-03-08,218.58,218.88,218.01,,218.34,277108,
2017-03-07,218.365,218.6399,217.45,,218.46,342121,
2017-03-06,218.55,219.25,217.96,,219.1499,267534,
2017-03-03,219.15,219.17,218.15,,218.55,269965,
2017-03-02,218.57,218.79,218.2,,218.64,248093,
2017-03-01,218.65,220.13,218.56,,219.8399,562773,
2017-02-28,219.79,220.2,219.44,,220.0348,419869,
2017-02-27,220.02,220.46,219.94,,220.13,493597,
2017-02-23,220.13,221.01,220.06,,220.78,798704,
2017-02-22,220.78,220.95,220.43,,220.78,650680,
2017-02-21,220.7511,221.85,220.695,,221.839,1162972,
2017-02-20,221.85,222.88,221.81,,222.11,2762572,
2017-02-17,222.11,222.11,222.11,,222.11,2572118,
2017-02-16,221.16,221.83,219.54,,219.6,1624203,
2017-02-15,219.59,220.42,219.46,,219.8217,1046344,
2017-02-14,219.81,219.93,218.73,,219.12,1001740,
2017-02-13,219.13,219.32,217.87,,218.4058,1060115,
2017-02-10,218.4,218.96,217.72,,217.9934,763197,
2017-02-09,218.02,219.44,217.941,,219.08,632981,
2017-02-08,219.05,220.03,218.91,,219.83,675109,
2017-02-07,219.85,220,218.37,,218.68,649467,
2017-02-06,218.73,219.3,218.53,,219.1756,533404,
2017-02-03,219.18,219.58,218.6,,219.4364,527960,